gisjoin,year,state,county,total_households,total_families,agg_fam_incom,agg_unrel_incom,agg_prop_val,mean_pro_value,mean_fam_incom,mean_hous_incom,mean_hous_incom_2,mean_hous_incom_3,sum_agg_incom
G0600270,1970,California,Inyo County,5536,4228,47263450,6296150,46255000,8355.310693641619,11178.677861873226,8537.472904624277,9674.783236994219,1137.3103323699422,53559600
G0600290,1970,California,Kern County,101650,83439,830534900,94935850,860839750,8468.6645351697,9953.797384915926,8170.5351696999505,9104.483521888835,933.9483521888834,925470750
G0600310,1970,California,Kings County,18293,15440,134136500,20601400,120927000,6610.561416935439,8687.597150259067,7332.668233750615,8458.858579784617,1126.190346034002,154737900
G0600330,1970,California,Lake County,7679,5895,46899150,6766800,69834000,9094.152884490168,7955.750636132316,6107.45539783826,6988.663888527152,881.2084906888917,53665950
G0600350,1970,California,Lassen County,4994,3943,41885550,5751600,34363250,6880.907088506207,10622.761856454475,8387.174609531437,9538.876651982378,1151.7020424509412,47637150
G0600370,1970,California,Los Angeles County,2431981,1762216,22618040850,4605840800,30104755750,12378.696934721118,12834.99914312434,9300.253928793029,11194.117737761931,1893.8638089689023,27223881650
G0600390,1970,California,Madera County,12756,10563,93193700,8545600,87453500,6855.871746629037,8822.654548897093,7305.871746629037,7975.799623706491,669.9278770774538,101739300
G0600410,1970,California,Marin County,67606,52398,837648200,148732750,1419908750,21002.703162441205,15986.26283445933,12390.14584504334,14590.139188829395,2199.9933437860545,986380950
G0600430,1970,California,Mariposa County,2204,1606,13745500,3140300,10174500,4616.379310344828,8558.841843088418,6236.615245009074,7661.433756805807,1424.8185117967332,16885800
G0600450,1970,California,Mendocino County,16538,13105,129077600,17083400,141869500,8578.395211029145,9849.492560091569,7804.90990446245,8837.888499213932,1032.9785947514815,146161000
G0600470,1970,California,Merced County,30464,25513,234811450,26134000,219800000,7215.073529411765,9203.600125426254,7707.833836659664,8565.698857668067,857.8650210084033,260945450
G0600490,1970,California,Modoc County,2524,2052,19314750,2064950,13254250,5251.287638668779,9412.646198830409,7652.436608557845,8470.562599049128,818.1259904912837,21379700
G0600510,1970,California,Mono County,1382,1030,11043900,2300100,10927500,7907.018813314037,10722.233009708738,7991.244573082489,9655.571635311144,1664.327062228654,13344000
G0600530,1970,California,Monterey County,71232,56537,624515900,156969100,880649250,12363.11278638814,11046.145002387817,8767.350348158132,10970.982142857143,2203.6317946990116,781485000
G0600550,1970,California,Napa County,25098,19878,228756550,28732450,334880250,13342.905809227826,11508.026461414629,9114.53303052036,10259.343373974021,1144.8103434536617,257489000
G0600570,1970,California,Nevada County,9601,7406,69387650,10324950,96870250,10089.600041662326,9369.112881447474,7227.127382564317,8302.530986355589,1075.4036037912717,79712600
G0600590,1970,California,Orange County,436120,360153,4937695350,588736450,7145961750,16385.310808951665,13709.993669357189,11321.873222966156,12671.81463817298,1349.9414152068239,5526431800
G0600610,1970,California,Placer County,24557,19921,215870050,25573400,273297500,11129.1077900395,10836.305908337934,8790.570916642913,9831.960337174736,1041.3894205318238,241443450
G0600630,1970,California,Plumas County,4140,3232,34677700,4369650,34027250,8219.142512077295,10729.486386138615,8376.256038647343,9431.727053140097,1055.4710144927535,39047350
G0600650,1970,California,Riverside County,150504,118333,1235074600,178554900,1659348750,11025.280059001754,10437.279541632512,8206.25764099293,9392.637404985913,1186.3797639929835,1413629500
G0600670,1970,California,Sacramento County,202953,161780,1898617350,253194450,2336803750,11514.014328440575,11735.797688218569,9354.960754460391,10602.512897074692,1247.5521426142998,2151811800
G0600690,1970,California,San Benito County,5460,4372,45176900,5371000,45299500,8296.611721611722,10333.234217749314,8274.157509157509,9257.857142857143,983.6996336996338,50547900
G0600710,1970,California,San Bernardino County,212021,172558,1819948400,222679100,2264354250,10679.858363086676,10546.879310144996,8583.811980888686,9634.081058008405,1050.2690771197192,2042627500
G0600730,1970,California,San Diego County,423513,328019,3735851850,841075050,5272080000,12448.449044067123,11389.132489276535,8821.103130246298,10807.051731587931,1985.9486013416354,4576926900
G0600750,1970,California,San Francisco County,295174,164436,2067947850,974447250,2332545000,7902.271202748209,12576.004342114866,7005.860441637814,10307.124272463021,3301.263830825208,3042395100
G0600770,1970,California,San Joaquin County,92372,72716,783139950,101528050,886854250,9600.899081972892,10769.84363826393,8478.109708569697,9577.231195600398,1099.121487030702,884668000
G0600790,1970,California,San Luis Obispo County,33926,25510,248353350,48883950,327882000,9664.623003006544,9735.529204233633,7320.443023050168,8761.342333313683,1440.8993102635147,297237300
G0600810,1970,California,San Mateo County,185028,146755,2223496350,318890750,3600998500,19461.911170201267,15151.077305713605,12017.080387833194,13740.553321659425,1723.4729338262316,2542387100
G0600830,1970,California,Santa Barbara County,83929,63685,745281550,141706950,1064149750,12679.16631915071,11702.623066656199,8879.905038782781,10568.319651133696,1688.4146123509156,886988500
G0600850,1970,California,Santa Clara County,322870,261889,3582724300,506562350,5434701500,16832.475919100565,13680.316088113666,11096.491776876142,12665.427726329483,1568.9359494533403,4089286650
G0600870,1970,California,Santa Cruz County,44420,32102,334160350,57313100,545692000,12284.826654660063,10409.33119431811,7522.745384961729,8812.999774876182,1290.254389914453,391473450
G0600890,1970,California,Shasta County,25290,20659,207232500,21471800,226064500,8938.888888888889,10031.100246865773,8194.246737841044,9043.270067220245,849.0233293792013,228704300
G0600910,1970,California,Sierra County,884,674,6482200,1059700,5593750,6327.77149321267,9617.507418397627,7332.805429864254,8531.561085972851,1198.7556561085973,7541900
G0600930,1970,California,Siskiyou County,11273,8878,88168850,10467800,77881000,6908.631242792513,9931.161297589548,7821.241018362459,8749.813714184334,928.5726958218753,98636650
G0600950,1970,California,Solano County,51120,42412,454558800,69323650,523476250,10240.145735524256,10717.693105724795,8891.995305164319,10248.091744913929,1356.0964397496089,523882450
G0600970,1970,California,Sonoma County,67861,52831,575209550,71741800,831875500,12258.521094590413,10887.727849179459,8476.290505592313,9533.47799177731,1057.1874861849958,646951350
G0600990,1970,California,Stanislaus County,62100,50528,511418800,55736900,581172750,9358.659420289856,10121.493033565548,8235.407407407407,9132.942028985508,897.5346215780999,567155700
G0601010,1970,California,Sutter County,13159,10957,117653350,11007850,127464500,9686.488334979862,10737.733868759697,8940.903564100616,9777.429895888745,836.5263317881298,128661200
G0601030,1970,California,Tehama County,9567,7855,75651200,7749500,68278750,7136.9028953695,9630.961171228517,7907.515417581269,8717.539458555451,810.0240409741821,83400700
G0601050,1970,California,Trinity County,2608,2054,18978300,2698850,14892000,5710.122699386503,9239.678675754625,7276.955521472392,8311.790644171779,1034.8351226993866,21677150
G0601070,1970,California,Tulare County,56490,46561,426196950,43482650,419959750,7434.231722428748,9153.517965679432,7544.644184811471,8314.384846875553,769.7406620640821,469679600
G0601090,1970,California,Tuolumne County,7498,5904,59494150,7081050,70040000,9341.157642037877,10076.922425474255,7934.669245132035,8879.061082955455,944.3918378234196,66575200
G0601110,1970,California,Ventura County,106469,91054,1101290900,117062800,1607431750,15097.650489813936,12094.920596569069,10343.770487184063,11443.271750462576,1099.501263278513,1218353700
G0601130,1970,California,Yolo County,28316,21623,232910250,40245300,282411500,9973.566181664077,10771.412384960458,8225.39377030654,9646.685619437774,1421.2918491312332,273155550
G0601150,1970,California,Yuba County,13074,10900,90314600,15183000,71892500,5498.890928560501,8285.743119266055,6907.954719290195,8069.267247973076,1161.312528682882,105497600
G0800010,1970,Colorado,Adams County,50024,44630,493261350,41681050,568491250,11364.370102350871,11052.237284337889,9860.493962897808,10693.715016791939,833.2210538941308,534942400
G0800030,1970,Colorado,Alamosa County,3285,2674,21820100,3966800,21004000,6393.911719939118,8160.097232610322,6642.34398782344,7849.893455098934,1207.5494672754946,25786900
G0800050,1970,Colorado,Arapahoe County,47529,41062,573655500,46148900,786328000,16544.173031202004,13970.471482148945,12069.589092974815,13040.552083990826,970.9629910160113,619804400
G0800070,1970,Colorado,Archuleta County,817,673,5778400,649000,2981250,3649.020807833537,8586.032689450223,7072.705018359853,7867.074663402693,794.3696450428397,6427400
G0800090,1970,Colorado,Baca County,1938,1530,13510250,1125850,8081750,4170.14963880289,8830.228758169935,6971.2332301341585,7552.167182662539,580.9339525283798,14636100
G0800110,1970,Colorado,Bent County,1941,1521,11026950,1525050,7357500,3790.5718701700152,7249.802761341223,5681.066460587326,6466.76970633694,785.7032457496136,12552000
G0800130,1970,Colorado,Boulder County,40854,31203,382747500,63128600,516875250,12651.76604494052,12266.368618402077,9368.666470847407,10913.890928672836,1545.2244578254272,445876100
G0800150,1970,Colorado,Chaffee County,3176,2521,22077050,1940050,22185750,6985.437657430731,8757.259024196748,6951.212216624685,7562.05919395466,610.8469773299748,24017100
G0800170,1970,Colorado,Cheyenne County,774,610,4890400,701150,2845250,3676.0335917312664,8017.049180327869,6318.3462532299745,7224.224806201551,905.8785529715763,5591550
G0800190,1970,Colorado,Clear Creek County,1625,1291,13317700,2149500,12651250,7785.384615384615,10315.801704105344,8195.507692307692,9518.276923076923,1322.7692307692307,15467200
G0800210,1970,Colorado,Conejos County,1980,1716,9606300,774800,7997500,4039.1414141414143,5598.076923076923,4851.666666666667,5242.979797979798,391.3131313131313,10381100
G0800230,1970,Colorado,Costilla County,826,704,4241550,303500,2720250,3293.2808716707023,6024.928977272727,5135.0484261501215,5502.481840193705,367.4334140435835,4545050
G0800250,1970,Colorado,Crowley County,1083,841,5274000,1021400,4131500,3814.866112650046,6271.105826397146,4869.806094182825,5812.927054478301,943.1209602954756,6295400
G0800270,1970,Colorado,Custer County,411,319,1912200,497850,1828250,4448.296836982969,5994.35736677116,4652.554744525547,5863.868613138686,1211.3138686131388,2410050
G0800290,1970,Colorado,Delta County,5298,4219,30429900,2883750,28779750,5432.191392978482,7212.585920834321,5743.65798414496,6287.967157417894,544.3091732729332,33313650
G0800310,1970,Colorado,Denver County,185331,127297,1456610350,367862250,1626953000,8778.633903664255,11442.613337313527,7859.507313941003,9844.400558999843,1984.8932450588406,1824472600
G0800330,1970,Colorado,Dolores County,500,418,3885650,141750,1643250,3286.5,9295.813397129186,7771.3,8054.8,283.5,4027400
G0800350,1970,Colorado,Douglas County,2420,2101,25681000,1851800,29228250,12077.789256198346,12223.22703474536,10611.98347107438,11377.190082644629,765.2066115702479,27532800
G0800370,1970,Colorado,Eagle County,2302,1828,19066300,3624000,9466000,4112.076455256299,10430.142231947484,8282.49348392702,9856.776715899217,1574.283231972198,22690300
G0800390,1970,Colorado,Elbert County,1280,1058,8396800,706550,3527500,2755.859375,7936.48393194707,6560,7111.9921875,551.9921875,9103350
G0800410,1970,Colorado,El Paso County,67581,56332,576566400,112738850,708047000,10477.012769861352,10235.148760917418,8531.486660451903,10199.690001627676,1668.2033411757743,689305250
G0800430,1970,Colorado,Fremont County,7006,5455,44174100,4782200,50893750,7264.309163574079,8097.910174152154,6305.181273194405,6987.767627747645,682.5863545532401,48956300
G0800450,1970,Colorado,Garfield County,4923,4005,40057100,3344050,34014750,6909.354052407069,10001.772784019975,8136.725573837091,8815.99634369287,679.270769855779,43401150
G0800470,1970,Colorado,Gilpin County,469,341,2727950,639650,4510000,9616.204690831557,7999.853372434018,5816.5245202558635,7180.383795309169,1363.8592750533048,3367600
G0800490,1970,Colorado,Grand County,1370,1101,10792250,1595600,7725000,5638.686131386861,9802.225249772933,7877.554744525547,9042.226277372263,1164.6715328467153,12387850
G0800510,1970,Colorado,Gunnison County,2215,1554,14239700,5064300,12425000,5609.4808126410835,9163.256113256113,6428.758465011287,8715.124153498871,2286.3656884875845,19304000
G0800530,1970,Colorado,Hinsdale County,80,60,518750,24100,229500,2868.75,8645.833333333334,6484.375,6785.625,301.25,542850
G0800550,1970,Colorado,Huerfano County,2205,1684,13559900,1641700,10042250,4554.308390022676,8052.197149643705,6149.614512471655,6894.149659863946,744.5351473922902,15201600
G0800570,1970,Colorado,Jackson County,578,470,4838450,826200,2198250,3803.2006920415224,10294.574468085106,8371.020761245674,9800.432525951557,1429.4117647058824,5664650
G0800590,1970,Colorado,Jefferson County,68322,59896,794859100,60882300,1115860250,16332.37097860133,13270.654133831975,11634.013934018325,12525.12221539182,891.1082813734961,855741400
G0800610,1970,Colorado,Kiowa County,686,562,4267300,244800,2737750,3990.8892128279886,7593.0604982206405,6220.553935860058,6577.405247813411,356.85131195335276,4512100
G0800630,1970,Colorado,Kit Carson County,2387,1987,18723250,1558650,14385500,6026.602429828236,9422.873678912934,7843.841642228739,8496.816087138668,652.9744449099288,20281900
G0800650,1970,Colorado,Lake County,2443,1948,18509350,3083100,14253750,5834.5272206303725,9501.719712525668,7576.483831354892,8838.497748669668,1262.013917314777,21592450
G0800670,1970,Colorado,La Plata County,5683,4632,42591000,4679500,43652250,7681.198310751363,9194.948186528498,7494.457152912194,8317.87788140067,823.4207284884744,47270500
G0800690,1970,Colorado,Larimer County,28183,21880,220522650,35720600,272520750,9669.685626086648,10078.73171846435,7824.6691267785545,9092.12113685555,1267.4520100769967,256243250
G0800710,1970,Colorado,Las Animas County,5084,3827,26874400,4287500,24941750,4905.930369787568,7022.315129344134,5286.073957513769,6129.405979543666,843.3320220298978,31161900
G0800730,1970,Colorado,Lincoln County,1605,1285,10353400,1029550,7630000,4753.894080996884,8057.1206225680935,6450.716510903427,7092.180685358256,641.4641744548287,11382950
G0800750,1970,Colorado,Logan County,5808,4619,42502050,5303200,37849750,6516.83023415978,9201.569603810349,7317.846074380165,8230.931473829201,913.0853994490358,47805250
G0800770,1970,Colorado,Mesa County,17640,14068,126734850,17061350,143337000,8125.680272108843,9008.73258458914,7184.515306122449,8151.71201814059,967.1967120181406,143796200
G0800790,1970,Colorado,Mineral County,254,206,2179750,253600,1092500,4301.181102362205,10581.31067961165,8581.692913385827,9580.11811023622,998.4251968503937,2433350
G0800810,1970,Colorado,Moffat County,2095,1665,15248500,1858950,13843000,6607.63723150358,9158.258258258258,7278.520286396181,8165.8472553699285,887.3269689737471,17107450
G0800830,1970,Colorado,Montezuma County,3965,3303,26373650,1764100,21754000,5486.506935687264,7984.756282167727,6651.614123581337,7096.532156368222,444.91803278688525,28137750
G0800850,1970,Colorado,Montrose County,5612,4699,40339700,3196000,29985750,5343.1486101211685,8584.741434347734,7188.11475409836,7757.608695652174,569.4939415538132,43535700
